,0,1,2,3,4,5,6,7,8,9
0,0.48,0.48,0.4988505747126436,0.52,0.48,0.4786206896551724,0.52,0.4786206896551724,0.6280459770114942,0.5485057471264367
1,0.52,0.48,0.48,0.448735632183908,0.48,0.52,0.52,0.48,0.5296551724137931,0.48
2,0.52,0.48,0.48,0.48,0.4841379310344827,0.52,0.52,0.4983908045977011,0.6027586206896551,0.5393103448275862
3,0.52,0.48,0.48,0.48,0.5066666666666667,0.52,0.52,0.52,0.5397701149425287,0.5526436781609195
4,0.52,0.480919540229885,0.48,0.48,0.4910344827586207,0.52,0.52,0.52,0.623448275862069,0.5783908045977012
5,0.52,0.48,0.48,0.48,0.4937931034482758,0.52,0.52,0.52,0.5977011494252874,0.584367816091954
6,0.52,0.48,0.48,0.48,0.48,0.577471264367816,0.52,0.52,0.5958620689655172,0.5691954022988506
7,0.52,0.48,0.48,0.48,0.48,0.5756321839080459,0.52,0.52,0.5742528735632184,0.6160919540229886
8,0.5328735632183909,0.48,0.48,0.48,0.48,0.5898850574712644,0.52,0.52,0.5788505747126437,0.5862068965517241
9,0.519080459770115,0.48,0.48,0.48,0.48,0.593103448275862,0.52,0.52,0.5820689655172414,0.623448275862069
10,0.4804597701149425,0.48,0.48,0.48,0.48,0.5770114942528736,0.52,0.52,0.5848275862068966,0.5526436781609195
11,0.48,0.4841379310344827,0.4804597701149425,0.48,0.5020689655172413,0.5949425287356321,0.52,0.52,0.5885057471264368,0.6717241379310345
12,0.48,0.4933333333333333,0.519080459770115,0.48,0.5751724137931035,0.5714942528735633,0.5195402298850574,0.52,0.584367816091954,0.6689655172413793
13,0.48,0.5075862068965518,0.5195402298850574,0.48,0.5871264367816091,0.5673563218390805,0.5291954022988505,0.52,0.5728735632183908,0.6597701149425287
14,0.48,0.5140229885057471,0.519080459770115,0.48,0.5797701149425287,0.5724137931034483,0.5333333333333333,0.5255172413793103,0.5756321839080459,0.6510344827586206
15,0.48,0.5342528735632184,0.5167816091954023,0.48,0.5793103448275863,0.5825287356321839,0.6804597701149425,0.5498850574712644,0.5025287356321839,0.5862068965517241
16,0.48,0.5328735632183909,0.526896551724138,0.48,0.5733333333333334,0.5760919540229885,0.6777011494252874,0.5567816091954023,0.526896551724138,0.6813793103448276
