,0,1,2,3,4,5,6,7,8,9
0,0.52,0.48,0.52,0.52,0.52,0.4528735632183908,0.52,0.52,0.48,0.52
1,0.52,0.48,0.52,0.52,0.52,0.4528735632183908,0.52,0.52,0.48,0.52
2,0.52,0.48,0.52,0.52,0.52,0.4528735632183908,0.52,0.52,0.48,0.52
3,0.52,0.48,0.52,0.52,0.52,0.4528735632183908,0.52,0.52,0.48,0.52
4,0.52,0.48,0.52,0.52,0.52,0.4528735632183908,0.52,0.52,0.48,0.52
5,0.52,0.48,0.52,0.52,0.52,0.4528735632183908,0.52,0.52,0.48,0.52
6,0.52,0.48,0.52,0.52,0.52,0.4528735632183908,0.52,0.52,0.48,0.52
7,0.52,0.48,0.52,0.52,0.52,0.4528735632183908,0.52,0.52,0.48,0.52
8,0.52,0.48,0.52,0.52,0.52,0.4528735632183908,0.52,0.52,0.48,0.52
9,0.52,0.48,0.52,0.52,0.52,0.4528735632183908,0.52,0.52,0.48,0.52
10,0.52,0.48,0.52,0.52,0.52,0.4528735632183908,0.52,0.52,0.48,0.52
11,0.52,0.48,0.52,0.52,0.52,0.4528735632183908,0.52,0.52,0.48,0.52
12,0.52,0.48,0.52,0.52,0.52,0.4528735632183908,0.52,0.52,0.48,0.52
13,0.52,0.48,0.52,0.52,0.52,0.4528735632183908,0.52,0.52,0.48,0.52
14,0.52,0.48,0.52,0.52,0.52,0.4528735632183908,0.52,0.52,0.48,0.52
15,0.52,0.48,0.52,0.52,0.52,0.4528735632183908,0.52,0.52,0.48,0.52
16,0.52,0.48,0.52,0.52,0.52,0.4528735632183908,0.52,0.52,0.48,0.52
17,0.52,0.48,0.52,0.52,0.52,0.4528735632183908,0.52,0.52,0.48,0.52
18,0.52,0.48,0.52,0.52,0.52,0.4528735632183908,0.52,0.52,0.48,0.52
19,0.52,0.48,0.52,0.52,0.52,0.4528735632183908,0.52,0.52,0.48,0.52
20,0.52,0.48,0.52,0.52,0.52,0.4528735632183908,0.52,0.52,0.48,0.52
21,0.52,0.48,0.52,0.52,0.52,0.4528735632183908,0.52,0.52,0.48,0.52
22,0.52,0.48,0.52,0.52,0.52,0.4528735632183908,0.52,0.52,0.48,0.52
23,0.52,0.48,0.52,0.52,0.52,0.4528735632183908,0.52,0.52,0.48,0.52
24,0.52,0.48,0.52,0.52,0.52,0.4528735632183908,0.52,0.52,0.48,0.52
25,0.52,0.48,0.52,0.52,0.52,0.4528735632183908,0.52,0.52,0.48,0.52
26,0.52,0.48,0.52,0.52,0.52,0.4528735632183908,0.52,0.52,0.48,0.52
27,0.52,0.48,0.52,0.52,0.52,0.4528735632183908,0.52,0.52,0.48,0.52
28,0.52,0.48,0.52,0.52,0.52,0.4528735632183908,0.52,0.52,0.48,0.52
29,0.52,0.48,0.52,0.52,0.52,0.4528735632183908,0.52,0.52,0.48,0.52
30,0.52,0.48,0.52,0.52,0.52,0.4528735632183908,0.52,0.52,0.48,0.52
31,0.52,0.48,0.52,0.52,0.52,0.4528735632183908,0.52,0.52,0.48,0.52
32,0.52,0.48,0.52,0.52,0.52,0.4528735632183908,0.52,0.52,0.48,0.52
33,0.52,0.48,0.52,0.52,0.52,0.4528735632183908,0.52,0.52,0.48,0.52
34,0.52,0.48,0.52,0.52,0.52,0.4528735632183908,0.52,0.52,0.48,0.52
35,0.52,0.48,0.52,0.52,0.52,0.4528735632183908,0.52,0.52,0.48,0.52
36,0.52,0.48,0.52,0.52,0.52,0.4528735632183908,0.52,0.52,0.48,0.52
37,0.52,0.48,0.52,0.52,0.52,0.4528735632183908,0.52,0.52,0.48,0.52
38,0.52,0.48,0.52,0.52,0.52,0.4528735632183908,0.52,0.52,0.48,0.52
